Sentence #,Word,POS,Tag
,150,B-NP,I-MISC
,which,I-NP,O
,was,B-VP,O
,flying,I-VP,O
,from,B-PP,O
,Khartoum,B-NP,B-LOC
,",",O,O
,Sudan,B-NP,B-LOC
,",",O,O
,to,B-PP,O
,Amman,B-NP,B-LOC
,",",O,O
,Jordan,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,All,B-NP,O
,the,I-NP,O
,hostages,I-NP,O
,were,B-VP,O
,freed,I-VP,O
,on,B-PP,O
,Tuesday,B-NP,O
,after,B-PP,O
,the,B-NP,O
,plane,I-NP,O
,landed,B-VP,O
,at,B-PP,O
,Stansted,B-NP,B-LOC
,airport,I-NP,O
,",",O,O
,north,B-ADVP,O
,of,B-PP,O
,London,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,The,B-NP,O
,men,I-NP,O
,have,B-VP,O
,claimed,I-VP,O
,political,B-NP,O
,asylum,I-NP,O
,in,B-PP,O
,Britain,B-NP,B-LOC
,saying,B-VP,O
,they,B-NP,O
,were,B-VP,O
,persecuted,I-VP,O
,while,B-SBAR,O
,in,B-PP,O
,Iraq,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,Their,B-NP,O
,court,I-NP,O
,appearance,I-NP,O
,means,B-VP,O
,they,B-NP,O
,will,B-VP,O
,face,I-VP,O
,trial,B-NP,O
,and,O,O
,possible,B-NP,O
,imprisonment,I-NP,O
,in,B-PP,O
,Britain,B-NP,B-LOC
,before,B-PP,O
,their,B-NP,O
,applications,I-NP,O
,for,B-PP,O
,asylum,B-NP,O
,are,B-VP,O
,considered,I-VP,O
,.,I-VP,O
,.,.,0
,"
",I-VP,O
,Under,B-PP,O
,English,B-NP,B-MISC
,law,I-NP,O
,the,B-NP,O
,maximum,I-NP,O
,sentence,I-NP,O
,for,B-PP,O
,hijack,B-NP,O
,is,B-VP,O
,life,B-NP,O
,imprisonment,I-NP,O
,but,O,O
,there,B-NP,O
,has,B-VP,O
,been,I-VP,O
,widespread,B-NP,O
,speculation,I-NP,O
,that,B-SBAR,O
,the,B-NP,O
,seven,I-NP,O
,will,B-VP,O
,receive,I-VP,O
,lesser,B-NP,O
,sentences,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,After,B-PP,O
,a,B-NP,O
,search,I-NP,O
,of,B-PP,O
,the,B-NP,O
,aircraft,I-NP,O
,following,B-PP,O
,the,B-NP,O
,hijack,I-NP,O
,",",I-NP,O
,police,I-NP,O
,found,B-VP,O
,only,B-NP,O
,knives,I-NP,O
,and,O,O
,fake,B-NP,O
,explosives,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"
",-X-,O
,Opposition,B-NP,O
,group,I-NP,O
,says,B-VP,O
,Iraqis,B-NP,B-MISC
,advance,B-VP,O
,in,B-PP,O
,north,B-NP,O
,Iraq,I-NP,B-LOC
,.,I-NP,B-LOC
,.,.,0
,"
",I-NP,B-LOC
,LONDON,B-NP,B-LOC
,1996-08-31,I-NP,O
,"
",I-NP,O
,An,B-NP,O
,Iraqi,I-NP,B-MISC
,opposition,I-NP,O
,group,I-NP,O
,in,B-PP,O
,exile,B-NP,O
,said,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,it,B-NP,O
,had,B-VP,O
,received,I-VP,O
,reports,B-NP,O
,that,B-SBAR,O
,Iraqi,B-NP,B-MISC
,forces,I-NP,O
,were,B-VP,O
,shelling,I-VP,O
,and,I-VP,O
,advancing,I-VP,O
,on,B-PP,O
,the,B-NP,O
,Kurdish,I-NP,B-MISC
,town,I-NP,O
,of,B-PP,O
,Arbil,B-NP,B-LOC
,in,B-PP,O
,northern,B-NP,O
,Iraq,I-NP,B-LOC
,.,I-NP,B-LOC
,.,.,0
,"
",I-NP,B-LOC
,A,B-NP,O
,London-based,I-NP,B-MISC
,spokesman,I-NP,O
,of,B-PP,O
,the,B-NP,O
,Iraqi,I-NP,B-ORG
,National,I-NP,I-ORG
,Congress,B-NP,I-ORG
,said,B-VP,O
,Iraqi,B-NP,B-MISC
,artillery,I-NP,O
,was,B-VP,O
,shelling,I-VP,O
,the,B-NP,O
,city,I-NP,O
,and,I-NP,O
,Iraqi,I-NP,B-MISC
,tanks,I-NP,O
,had,B-VP,O
,advanced,I-VP,O
,to,B-PP,O
,within,B-NP,O
,10,I-NP,O
,km,I-NP,O
,(,O,O
,six,B-NP,O
,miles,I-NP,O
,),O,O
,of,B-PP,O
,Arbil,B-NP,B-LOC
,",",O,O
,the,B-NP,O
,administrative,I-NP,O
,centre,I-NP,O
,of,B-PP,O
,the,B-NP,O
,Kurdish,I-NP,B-MISC
,rebel-controlled,I-NP,O
,region,I-NP,O
,of,B-PP,O
,northern,B-NP,O
,Iraq,I-NP,B-LOC
,.,I-NP,B-LOC
,.,.,0
,"
",I-NP,B-LOC
,"""",O,O
,At,B-PP,O
,4.50,B-NP,O
,a.m.,I-NP,O
,Iraq,B-NP,B-LOC
,time,I-NP,O
,(,O,O
,0050,B-NP,O
,GMT,O,B-MISC
,),O,O
,Iraqi,B-NP,B-MISC
,forces,I-NP,O
,began,B-VP,O
,an,B-NP,O
,artillery,I-NP,O
,attack,I-NP,O
,on,B-PP,O
,the,B-NP,O
,outskirts,I-NP,O
,of,B-PP,O
,Arbil,B-NP,B-LOC
,",",O,O
,"""",O,O
,the,B-NP,O
,spokesman,I-NP,O
,",",O,O
,who,B-NP,O
,asked,B-VP,O
,not,O,O
,to,B-VP,O
,be,I-VP,O
,identified,I-VP,O
,",",O,O
,told,B-VP,O
,Reuters,B-NP,B-ORG
,in,B-PP,O
,a,B-NP,O
,telephone,I-NP,O
,call,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,There,B-NP,O
,was,B-VP,O
,no,B-NP,O
,independent,I-NP,O
,confirmation,I-NP,O
,of,B-PP,O
,the,B-NP,O
,report,I-NP,O
,which,B-NP,O
,the,B-NP,O
,spokesman,I-NP,O
,said,B-VP,O
,came,I-VP,O
,from,B-PP,O
,the,B-NP,O
,organisation,I-NP,O
,'s,B-NP,O
,members,I-NP,O
,in,B-PP,O
,Arbil,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,He,B-NP,O
,said,B-VP,O
,damage,B-NP,O
,and,O,O
,casualties,B-NP,O
,in,B-PP,O
,the,B-NP,O
,city,I-NP,O
,were,B-VP,O
,heavy,B-ADJP,O
,and,O,O
,Kurdish,B-NP,B-MISC
,forces,I-NP,O
,were,B-VP,O
,defending,I-VP,O
,the,B-NP,O
,city,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,President,B-NP,O
,Bill,I-NP,B-PER
,Clinton,I-NP,I-PER
,on,B-PP,O
,Friday,B-NP,O
,ordered,B-VP,O
,the,B-NP,O
,U.S.,I-NP,B-LOC
,military,I-NP,O
,to,I-NP,O
,ready,I-NP,O
,itself,I-NP,O
,for,B-PP,O
,any,B-NP,O
,possible,I-NP,O
,action,I-NP,O
,as,B-SBAR,O
,Washington,B-NP,B-LOC
,turned,B-VP,O
,up,B-PRT,O
,the,B-NP,O
,heat,I-NP,O
,in,B-PP,O
,an,B-NP,O
,escalating,I-NP,O
,crisis,I-NP,O
,over,B-PP,O
,Iraqi,B-NP,B-MISC
,troop,I-NP,O
,movements,I-NP,O
,in,B-PP,O
,northern,B-NP,O
,Iraq,I-NP,B-LOC
,.,I-NP,B-LOC
,.,.,0
,"
",I-NP,B-LOC
,On,B-PP,O
,Thursday,B-NP,O
,",",O,O
,Iraq,B-NP,B-LOC
,accused,B-VP,O
,Iran,B-NP,B-LOC
,of,B-PP,O
,aggression,B-NP,O
,and,O,O
,said,B-VP,O
,it,B-NP,O
,reserved,B-VP,O
,the,B-NP,O
,right,I-NP,O
,to,B-VP,O
,retaliate,I-VP,O
,for,B-PP,O
,Tehran,B-NP,B-LOC
,'s,B-NP,O
,alleged,I-NP,O
,deployment,I-NP,O
,of,B-PP,O
,troops,B-NP,O
,into,B-PP,O
,northern,B-NP,O
,Iraq,I-NP,B-LOC
,",",O,O
,where,B-ADVP,O
,fighting,B-NP,O
,broke,B-VP,O
,out,B-PRT,O
,between,B-PP,O
,the,B-NP,O
,two,I-NP,O
,main,I-NP,O
,Iraqi,I-NP,B-MISC
,Kurdish,I-NP,I-MISC
,rebel,I-NP,O
,groups,I-NP,O
,two,B-NP,O
,weeks,I-NP,O
,ago,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,"
",-X-,O
,Two,B-NP,O
,die,B-VP,O
,in,B-PP,O
,Algeria,B-NP,B-LOC
,restaurant,I-NP,O
,blast,I-NP,O
,-,I-NP,O
,radio,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,LONDON,B-NP,B-LOC
,1996-08-31,I-NP,O
,"
",I-NP,O
,Two,B-NP,O
,people,I-NP,O
,were,B-VP,O
,killed,I-VP,O
,when,B-ADVP,O
,a,B-NP,O
,hand,I-NP,O
,grenade,I-NP,O
,exploded,B-VP,O
,in,B-PP,O
,a,B-NP,O
,restaurant,I-NP,O
,near,B-PP,O
,Algiers,B-NP,B-LOC
,late,B-NP,O
,on,B-PP,O
,Friday,B-NP,O
,",",O,O
,Algerian,B-NP,B-MISC
,radio,I-NP,O
,reported,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,The,B-NP,O
,report,I-NP,O
,",",O,O
,monitored,B-VP,O
,by,B-PP,O
,the,B-NP,O
,British,I-NP,B-ORG
,Broadcasting,I-NP,I-ORG
,Corporation,I-NP,I-ORG
,(,O,O
,BBC,B-NP,B-ORG
,),O,O
,",",O,O
,quoted,B-NP,O
,security,I-NP,O
,services,I-NP,O
,as,B-PP,O
,saying,B-VP,O
,six,B-NP,O
,other,I-NP,O
,people,I-NP,O
,were,B-VP,O
,injured,I-VP,O
,in,B-PP,O
,the,B-NP,O
,blast,I-NP,O
,in,B-PP,O
,the,B-NP,O
,town,I-NP,O
,of,B-PP,O
,Staouelli,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,An,B-NP,O
,estimated,I-NP,O
,"50,000",I-NP,O
,people,I-NP,O
,had,B-VP,O
,been,I-VP,O
,killed,I-VP,O
,in,B-PP,O
,political,B-NP,O
,violence,I-NP,O
,in,B-PP,O
,Algeria,B-NP,B-LOC
,since,B-PP,O
,1992,B-NP,O
,",",O,O
,when,B-ADVP,O
,army-backed,B-NP,O
,authorities,I-NP,O
,cancelled,B-VP,O
,a,B-NP,O
,general,I-NP,O
,election,I-NP,O
,that,B-SBAR,O
,Islamic,B-NP,B-MISC
,fundamentalists,I-NP,O
,had,B-VP,O
,been,I-VP,O
,expected,I-VP,O
,to,I-VP,O
,win,I-VP,O
,.,I-VP,O
,.,.,0
,"
",I-VP,O
,"
",-X-,O
,Baseball-Results,B-NP,O
,of,B-PP,O
,S.,B-NP,B-MISC
,Korean,I-NP,I-MISC
,pro-baseball,I-NP,O
,games,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,SEOUL,B-VP,B-LOC
,1996-08-31,B-NP,O
,"
",B-NP,O
,Results,B-NP,O
,of,B-PP,O
,South,B-NP,B-MISC
,Korean,I-NP,I-MISC
,pro-baseball,I-NP,O
,games,I-NP,O
,played,B-VP,O
,on,B-PP,O
,Friday,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,OB,B-NP,B-ORG
,5,I-NP,O
,Samsung,I-NP,B-ORG
,0,I-NP,O
,"
",I-NP,O
,Ssangbangwool,B-NP,B-ORG
,2,I-NP,O
,Hyundai,I-NP,B-ORG
,1,I-NP,O
,"
",I-NP,O
,Standings,B-NP,O
,after,B-SBAR,O
,games,B-NP,O
,played,B-VP,O
,on,B-PP,O
,Friday,B-NP,O
,(,O,O
,tabulate,B-NP,O
,under,B-PP,O
,won,B-NP,O
,",",I-NP,O
,drawn,B-VP,O
,",",O,O
,lost,B-VP,O
,",",O,O
,winning,B-VP,O
,percentage,B-NP,O
,",",O,O
,games,B-NP,O
,behind,B-PP,O
,first,B-NP,O
,place,I-NP,O
,),O,O
,"
",O,O
,W,B-NP,O
,D,I-NP,O
,L,I-NP,O
,PCT,I-NP,O
,GB,I-NP,O
,"
",I-NP,O
,Haitai,B-NP,B-ORG
,64,I-NP,O
,2,I-NP,O
,43,I-NP,O
,.596,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,Ssangbangwool,B-NP,B-ORG
,60,I-NP,O
,2,I-NP,O
,49,I-NP,O
,.550,I-NP,O
,5,I-NP,O
,"
",I-NP,O
,Hanwha,B-NP,B-ORG
,58,I-NP,O
,1,I-NP,O
,49,I-NP,O
,.542,I-NP,O
,6,I-NP,O
,"
",I-NP,O
,Hyundai,B-NP,B-ORG
,57,I-NP,O
,5,I-NP,O
,50,I-NP,O
,.531,I-NP,O
,7,I-NP,O
,"
",I-NP,O
,Samsung,B-NP,B-ORG
,49,I-NP,O
,5,I-NP,O
,57,I-NP,O
,.464,I-NP,O
,14,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,Lotte,B-NP,B-ORG
,46,I-NP,O
,6,I-NP,O
,54,I-NP,O
,.462,I-NP,O
,14,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,LG,B-VP,B-ORG
,46,B-NP,O
,5,I-NP,O
,59,I-NP,O
,.441,I-NP,O
,17,I-NP,O
,"
",I-NP,O
,OB,B-NP,B-ORG
,43,I-NP,O
,6,I-NP,O
,62,I-NP,O
,.414,I-NP,O
,20,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,S.,B-NP,B-MISC
,African,I-NP,I-MISC
,Afrikaners,I-NP,B-MISC
,still,B-ADVP,O
,seek,B-VP,O
,own,B-NP,O
,territory,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,CAPE,B-NP,B-LOC
,TOWN,I-NP,I-LOC
,1996-08-31,I-NP,O
,"
",I-NP,O
,South,B-NP,B-MISC
,African,I-NP,I-MISC
,right-wing,I-NP,O
,Afrikaners,I-NP,O
,on,B-PP,O
,Saturday,B-NP,O
,revived,B-VP,O
,their,B-NP,O
,campaign,I-NP,O
,for,B-PP,O
,a,B-NP,O
,form,I-NP,O
,of,B-PP,O
,self-rule,B-NP,O
,",",O,O
,identifying,B-VP,O
,a,B-NP,O
,sparsely-populated,I-NP,O
,area,I-NP,O
,in,B-PP,O
,Northern,B-NP,B-LOC
,Cape,I-NP,I-LOC
,province,I-NP,O
,as,B-PP,O
,the,B-NP,O
,best,I-NP,O
,place,I-NP,O
,for,B-PP,O
,a,B-NP,O
,home,I-NP,O
,of,B-PP,O
,their,B-NP,O
,own,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Constand,B-NP,B-PER
,Viljoen,I-NP,I-PER
,",",O,O
,leader,B-NP,O
,of,B-PP,O
,the,O,O
,Freedom,O,B-ORG
,Front,B-NP,I-ORG
,party,I-NP,O
,",",O,O
,told,B-VP,O
,a,B-NP,O
,news,I-NP,O
,conference,I-NP,O
,in,B-PP,O
,Pretoria,B-NP,B-LOC
,self-determination,I-NP,O
,for,B-PP,O
,Afrikaners,B-NP,B-MISC
,could,B-VP,O
,begin,I-VP,O
,at,B-PP,O
,local,B-NP,O
,government,I-NP,O
,level,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,Certain,B-NP,O
,powers,I-NP,O
,can,B-VP,O
,be,I-VP,O
,delegated,I-VP,O
,from,B-PP,O
,the,B-NP,O
,provincial,I-NP,O
,level,I-NP,O
,",",O,O
,towards,B-PP,O
,the,B-NP,O
,sub-regions,I-NP,O
,",",O,O
,"""",O,O
,he,B-NP,O
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,"""",O,O
,We,B-NP,O
,think,B-VP,O
,that,B-SBAR,O
,the,B-NP,O
,Afrikaner,I-NP,B-MISC
,model,I-NP,O
,within,B-PP,O
,this,B-NP,O
,new,I-NP,O
,",",I-NP,O
,multi-,I-NP,O
,ethnic,I-NP,O
,society,I-NP,O
,of,B-PP,O
,South,B-NP,B-LOC
,Africa,I-NP,I-LOC
,will,B-VP,O
,have,I-VP,O
,to,I-VP,O
,develop,I-VP,O
,experimentally,B-ADVP,O
,with,B-PP,O
,world,B-NP,O
,thinking,B-VP,O
,in,B-PP,O
,this,B-NP,O
,regard,I-NP,O
,.,I-NP,O
,.,.,0
,"""",O,O
,"
",O,O
,Viljoen,B-NP,B-PER
,broke,B-VP,O
,with,B-PP,O
,other,B-NP,O
,right-wing,I-NP,O
,whites,I-NP,O
,in,B-PP,O
,1994,B-NP,O
,by,B-SBAR,O
,taking,B-VP,O
,part,B-NP,O
,in,B-PP,O
,the,B-NP,O
,country,I-NP,O
,'s,B-NP,O
,first,I-NP,O
,all-race,I-NP,O
,elections,I-NP,O
,in,B-PP,O
,April,B-NP,O
,of,B-PP,O
,that,B-NP,O
,year,I-NP,O
,",",O,O
,saying,B-VP,O
,the,B-NP,O
,only,I-NP,O
,way,I-NP,O
,to,B-VP,O
,attain,I-VP,O
,self-determination,B-NP,O
,was,B-VP,O
,by,B-PP,O
,cooperating,B-VP,O
,with,B-PP,O
,President,B-NP,O
,Nelson,I-NP,B-PER
,Mandela,I-NP,I-PER
,'s,B-NP,O
,majority,I-NP,O
,African,B-NP,B-ORG
,National,I-NP,I-ORG
,Congress,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,Some,B-NP,O
,right-wingers,I-NP,O
,demanded,B-VP,O
,sovereignty,B-NP,O
,in,B-PP,O
,their,B-NP,O
,own,I-NP,O
,territory,I-NP,O
,in,B-PP,O
,the,B-NP,O
,run-up,I-NP,O
,to,B-PP,O
,the,B-NP,O
,elections,I-NP,O
,",",O,O
,saying,B-VP,O
,the,B-NP,O
,alternative,I-NP,O
,was,B-VP,O
,war,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Their,B-NP,O
,threats,I-NP,O
,came,B-VP,O
,to,B-PP,O
,nothing,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Viljoen,B-NP,B-PER
,has,B-VP,O
,hailed,I-VP,O
,clauses,B-NP,O
,in,B-PP,O
,South,B-NP,B-LOC
,Africa,I-NP,I-LOC
,'s,B-NP,O
,new,I-NP,O
,constitution,I-NP,O
,as,B-SBAR,O
,making,B-VP,O
,possible,B-NP,O
,a,I-NP,O
,form,I-NP,O
,of,B-PP,O
,self-rule,B-NP,O
,for,B-PP,O
,the,B-NP,O
,Afrikaners,I-NP,B-MISC
,",",O,O
,descendants,B-NP,O
,of,B-PP,O
,the,B-NP,O
,country,I-NP,O
,'s,B-NP,O
,Dutch,I-NP,B-MISC
,",",I-NP,O
,German,I-NP,B-MISC
,and,I-NP,O
,French,I-NP,B-MISC
,settlers,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,According,B-PP,O
,to,B-PP,O
,state,B-NP,O
,television,I-NP,O
,",",O,O
,Viljoen,B-NP,B-PER
,told,B-VP,O
,the,B-NP,O
,news,I-NP,O
,conference,I-NP,O
,the,B-NP,O
,self-rule,I-NP,O
,model,I-NP,O
,should,B-VP,O
,be,I-VP,O
,introduced,I-VP,O
,in,B-PP,O
,parts,B-NP,O
,of,B-PP,O
,the,B-NP,O
,Northern,I-NP,B-LOC
,Cape,I-NP,I-LOC
,provinces,I-NP,O
,where,B-ADVP,O
,a,B-NP,O
,majority,I-NP,O
,of,B-PP,O
,people,B-NP,O
Sentence :1480,--,B-NP,O
,whites,B-NP,O
,and,O,O
,mixed-race,B-NP,O
,Coloureds,I-NP,O
Sentence :1480,--,I-NP,O
,speak,B-VP,O
,Afrikaans,B-NP,B-MISC
,.,B-NP,B-MISC
,.,.,0
,"
",B-NP,B-MISC
,"
",-X-,O
,Rwandan,B-NP,B-MISC
,refugee,I-NP,O
,group,I-NP,O
,calls,B-VP,O
,for,B-PP,O
,calm,B-NP,O
,over,B-PP,O
,census,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,NAIROBI,B-NP,B-LOC
,1996-08-31,I-NP,O
,"
",I-NP,O
,A,B-NP,O
,Rwandan,I-NP,B-MISC
,refugee,I-NP,O
,lobby,I-NP,O
,group,I-NP,O
,called,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,for,B-PP,O
,calm,B-NP,O
,in,B-PP,O
,refugee,B-NP,O
,camps,I-NP,O
,in,B-PP,O
,eastern,B-NP,O
,Zaire,I-NP,B-LOC
,during,B-PP,O
,a,B-NP,O
,census,I-NP,O
,from,B-PP,O
,Sunday,B-NP,O
,to,B-VP,O
,be,I-VP,O
,conducted,I-VP,O
,by,B-PP,O
,aid,B-NP,O
,workers,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,The,B-NP,O
,Rally,I-NP,B-ORG
,for,B-PP,I-ORG
,the,B-NP,I-ORG
,Return,I-NP,I-ORG
,of,B-PP,I-ORG
,Refugees,B-NP,I-ORG
,and,O,I-ORG
,Democracy,B-NP,I-ORG
,in,B-PP,I-ORG
,Rwanda,B-NP,I-ORG
,(,O,O
,RDR,B-NP,B-ORG
,),O,O
,urged,B-VP,O
,the,B-NP,O
,U.N.,I-NP,B-ORG
,High,I-NP,O
,Commissioner,I-NP,O
,for,B-PP,O
,Refugees,B-NP,O
,to,B-VP,O
,avoid,I-VP,O
,any,B-NP,O
,"""",O,O
,policing,B-VP,O
,approach,B-NP,O
,"""",O,O
,and,O,O
,to,B-VP,O
,calm,I-VP,O
,refugees,B-NP,O
,by,B-PP,O
,explaining,B-VP,O
,the,B-NP,O
,aims,B-VP,O
,of,B-PP,O
,the,B-NP,O
,operation,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,The,B-NP,O
,RDR,I-NP,B-ORG
,appeals,I-NP,O
,to,B-PP,O
,all,B-NP,O
,refugees,I-NP,O
,to,B-VP,O
,prepare,I-VP,O
,themselves,B-NP,O
,calmly,B-ADVP,O
,for,B-PP,O
,the,B-NP,O
,demands,I-NP,O
,of,B-PP,O
,the,B-NP,O
,census,I-NP,O
,agents,I-NP,O
,because,B-SBAR,O
,it,B-NP,O
,will,B-VP,O
,be,I-VP,O
,in,B-PP,O
,their,B-NP,O
,ultimate,I-NP,O
,interest,I-NP,O
,",",O,O
,"""",O,O
,the,B-NP,O
,group,I-NP,O
,said,B-VP,O
,in,B-PP,O
,a,B-NP,O
,statement,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,It,B-NP,O
,said,B-VP,O
,refugees,B-NP,O
,feared,B-VP,O
,census,B-NP,O
,takers,I-NP,O
,would,B-VP,O
,use,I-VP,O
,indelible,B-NP,O
,ink,I-NP,O
,to,B-VP,O
,mark,I-VP,O
,them,B-NP,O
,so,B-SBAR,O
,they,B-NP,O
,could,B-VP,O
,be,I-VP,O
,detected,I-VP,O
,by,B-PP,O
,Rwandan,B-NP,B-MISC
,government,I-NP,O
,troops,I-NP,O
,and,O,O
,mistreated,B-VP,O
,if,B-SBAR,O
,they,B-NP,O
,were,B-VP,O
,forced,I-VP,O
,back,B-ADVP,O
,into,B-PP,O
,Rwanda,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,U.N.,B-NP,B-ORG
,officials,I-NP,O
,said,B-VP,O
,more,B-NP,O
,than,I-NP,O
,"1,000",I-NP,O
,aid,I-NP,O
,workers,I-NP,O
,will,B-VP,O
,take,I-VP,O
,part,B-NP,O
,in,B-PP,O
,the,B-NP,O
,census,I-NP,O
,from,B-PP,O
,Sunday,B-NP,O
,until,B-SBAR,O
,Tuesday,B-NP,O
,of,B-PP,O
,the,B-NP,O
,estimated,I-NP,O
,"727,000",I-NP,O
,refugees,I-NP,O
,in,B-PP,O
,camps,B-NP,O
,around,B-PP,O
,the,B-NP,O
,eastern,I-NP,O
,Zairean,I-NP,B-MISC
,border,I-NP,O
,town,I-NP,O
,of,B-PP,O
,Goma,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,Only,B-NP,O
,about,I-NP,O
,100,I-NP,O
,refugees,I-NP,O
,a,B-NP,O
,week,I-NP,O
,are,B-VP,O
,returning,I-VP,O
,voluntarily,B-ADVP,O
,to,B-PP,O
,Rwanda,B-NP,B-LOC
,in,B-PP,O
,contrast,B-NP,O
,to,B-PP,O
,the,B-NP,O
,600,I-NP,O
,babies,I-NP,O
,born,B-VP,O
,in,B-PP,O
,the,B-NP,O
,camps,I-NP,O
,weekly,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,Zairean,B-NP,B-MISC
,Prime,I-NP,O
,Minister,I-NP,O
,Kengo,I-NP,B-PER
,wa,I-NP,I-PER
,Dondo,I-NP,I-PER
,said,B-VP,O
,at,B-PP,O
,the,B-NP,O
,end,I-NP,O
,of,B-PP,O
,a,B-NP,O
,visit,I-NP,O
,to,B-PP,O
,Rwanda,B-NP,B-LOC
,last,B-NP,O
,week,I-NP,O
,that,B-SBAR,O
,the,B-NP,O
,Zairean,I-NP,B-MISC
,and,I-NP,O
,Rwandan,I-NP,B-MISC
,governments,I-NP,O
,agreed,B-VP,O
,on,B-PP,O
,an,B-NP,O
,"""",O,O
,organised,B-VP,O
,",",O,O
,massive,B-ADJP,O
,and,I-ADJP,O
,unconditional,I-ADJP,O
,repatriation,B-NP,O
,"""",O,O
,of,B-PP,O
,the,B-NP,O
,1.1,I-NP,O
,million,I-NP,O
,Rwandan,I-NP,B-MISC
,refugees,I-NP,O
,in,B-PP,O
,Zaire,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,He,B-NP,O
,said,B-VP,O
,the,B-NP,O
,repatriation,I-NP,O
,would,B-VP,O
,be,I-VP,O
,carried,I-VP,O
,out,B-PRT,O
,swiftly,B-ADVP,O
,and,O,O
,would,B-VP,O
,be,I-VP,O
,enormous,B-ADJP,O
,",",O,O
,starting,B-VP,O
,with,B-PP,O
,the,B-NP,O
,closure,I-NP,O
,of,B-PP,O
,refugee,B-NP,O
,camps,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,RDR,B-NP,B-ORG
,said,B-VP,O
,it,B-NP,O
,feared,B-VP,O
,forced,I-VP,O
,expulsions,B-NP,O
,would,B-VP,O
,start,I-VP,O
,in,B-PP,O
,days,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Zairean,B-NP,B-MISC
,troops,I-NP,O
,expelled,B-VP,O
,"15,000",B-NP,O
,refugees,I-NP,O
,in,B-PP,O
,August,B-NP,O
,last,B-NP,O
,year,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Many,B-NP,O
,of,B-PP,O
,the,B-NP,O
,1.1,I-NP,O
,million,I-NP,O
,Rwandan,I-NP,B-MISC
,Hutu,I-NP,B-MISC
,refugees,I-NP,O
,in,B-PP,O
,Zaire,B-NP,B-LOC
,and,O,O
,nearly,B-NP,O
,"600,000",I-NP,O
,in,B-PP,O
,Tanzania,B-NP,B-LOC
,refuse,I-NP,O
,to,B-VP,O
,go,I-VP,O
,home,B-ADVP,O
,",",O,O
,saying,B-VP,O
,they,B-NP,O
,fear,B-VP,O
,reprisals,B-NP,O
,for,B-PP,O
,the,B-NP,O
,1994,I-NP,O
,genocide,I-NP,O
,in,B-PP,O
,Rwanda,B-NP,B-LOC
,of,B-PP,O
,up,B-NP,O
,to,B-PP,O
,a,B-NP,O
